Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
16,N/A,"</b>
Facile synthesis of high-quality ultralong
poly(aniline-&lt;i&gt;co&lt;/i&gt;-&lt;i&gt;p&lt;/i&gt;-phenylenediamine) nanofibers</td>
</tr>

<tr>
<td>
<b>","</b> Li, Y ; Li, GC ; Peng, HR ; Qin, Y ; Chen, KZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> high-quality ultralong poly(aniline-co-p-phenylenediamine) nanofibers have been synthesized successfully by one-step chemical copolymerization of aniline and p-phenylenediamine using ammonium peroxydisulfate as the oxidant in aqueous solution. the addition of p-phenylenediamine in conventional ...
17,N/A,"</b>
Identification of a toxic impurity in commercial diphenylamine.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> the impurity in commercial diphenylamine which induces polycystic kidney disease in rats has been identified as n,n,n'-triphenyl-p-phenylenediamine. the structure of the compound was confirmed by mass and proton magnetic resonance spectrometry and by comparison with a synthetic standard prepare..."
18,N/A,"</b>
Immediate hypersensitivity to &lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Wilkinson, M ; Solman, L ; Coenraads, PJ ; Goebel, C </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
19,N/A,"</b>
DFT study of the reaction sites of &lt;i&gt;N,N&lt;/i&gt;&prime;-substituted
&lt;i&gt;p&lt;/i&gt;-phenylenediamine antioxidants</td>
</tr>

<tr>
<td>
<b>","</b> Breza, M ; Kortisov&aacute;, I ; Cibulkov&aacute;, Z </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> the geometry of n,n'-diphenyl-p-phenylenediamine (dppd), n-phenyl-n'-(l'-methylbenzyl)-p-phenylenediamine (sppd), n-phenyl-n'-(1,3-dimethyl-butyl)-p-phenylenediamine (6ppd), n-phenyl-n'-isopropyl-p-phenylenediamine (ippd), and n-(1-methyl-1-phenylethyl)-n'-phenyl-p-phenylenediamine (cppd) as we..."
20,N/A,"</b>
Safety Assessment of Hydroxypropyl
Bis(&lt;i&gt;N&lt;/i&gt;-Hydroxyethyl-&lt;i&gt;p&lt;/i&gt;-Phenylenediamine) HCl as Used in
Cosmetics</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> the cosmetic ingredient review expert panel (cir panel) reviewed the safety of hydroxypropyl bis(n-hydroxyethyl-p-phenylenediamine) hcl, which functions as an oxidative hair dye ingredient. the panel considered relevant animal and human data provided in this safety assessment and concluded that..."
21,N/A,"</b>
Cytotoxicity of poly(&lt;i&gt;p&lt;/i&gt;-phenylenediamine)</td>
</tr>

<tr>
<td>
<b>","</b> Kucekov&aacute;, Z ; Rejmontov&aacute;, P ; Humpol&iacute;cek, P ; Kasp&aacute;rkov&aacute;, V ; Bober, P ; S&aacute;ha, P ; Stejskal, J </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> although poly(p-phenylenediamine) is an electric non-conductor, it exhibits, analogously to conducting polymers, redox activity and could, therefore, find applications in biomedicine. in the current work, the cytotoxicity of poly(p-phenylenediamine) polymer powder produced by the chemical oxida..."
22,N/A,"</b>
Synthesis and photophysical properties of
2,6-dicyano-&lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Zahid, M ; Rosspeintner, A ; Angulo, G ; Grampp, G ; Jacques, P ; Mansha, A </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> the photophysical and electrochemical properties of p-phenylenediamine (ppd) are strongly affected by the addition of cyano groups to the aromatic ring. in 2,3,5,6-tetracyano-p-phenylenediamine (tcppd) the photophysics is governed mostly by the solvent basicity (beta) whereas in 2,6-dicyano-n,n..."
23,N/A,"</b>
Is &lt;i&gt;p&lt;/i&gt;-phenylenediamine a marker of sulfasalazine allergy?</td>
</tr>

<tr>
<td>
<b>","</b> Kenani, Z ; Lahouel, I ; Belhadjali, H ; Soua, Y ; Aouam, K ; Youssef, M ; Zili, J </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
24,N/A,"</b>
[Determination of ceruloplasmin activity using p-phenylenediamine as
substrate].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Osobennosti opredeleniia aktivnosti tseruloplazmina s p-fenilendiaminom v kachestve substrata.</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
25,N/A,"</b>
A model for the ceruloplasmin catalyzed oxidation of
dimethyl-p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
26,N/A,"</b>
[Pathogenic study of the muscular lesions caused by p-phenylenediamine].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Etude pathogenique des lesions musculaires induites par la p-phenylenediamine</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
27,N/A,"</b>
Prussian blue/ superactivated carbon composite-modified electrode for
detection of &lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> a novel approach for the selective determination of p-phenylenediamine in aqueous solution using prussian blue (pb)/ superactivated carbon (sac) composite-modified glassy carbon electrodes is reported. the chemical constitution and microstructure of pb/sac composites are studied by sem, bet and..."
28,N/A,"</b>
Studies on denitrification. 8. Production of nitric oxide by
denitrifying reaction in the presence of tetramethyl-p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
29,N/A,"</b>
&lt;i&gt;p&lt;/i&gt;-Phenylenediamine-Free Hair Dye?-Misleading Labelling Causing
Allergic Contact Dermatitis</td>
</tr>

<tr>
<td>
<b>","</b> Iamsumang, W ; Bertilsson, K ; Dahlin, J ; Promsena, P ; Srisuwanwattana, P ; Svetvilas, P ; Wattanakrai, P ; Antelmi, A ; Svedman, C ; Sukakul, T </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> we report three cases of contact allergy to a mislabelled hair dye product. a hair dye product labelled as p-phenylenediamine-free has been found to contain p-phenylenediamine by a chemical analysis at the level above the limits allowed in the product.</td> </tr> <tr> <td> <b>
30,N/A,"</b>
Is &lt;i&gt;p&lt;/i&gt;-Phenytenediamine Still a Prevalent Contact Allergen in
Spain?</td>
</tr>

<tr>
<td>
<b>","</b> S&aacute;nchez-P&eacute;rez, J ; Descalzo-Gallego, MA ; Silvestre, JF ; Fernandez-Redondo, V ; Garc&iacute;a-Gav&iacute;n, J ; Ruiz-Gonzalez, I ; Mercader, P ; Armario-Hita, JC ; Garcia-Doval, I ; Gim&eacute;nez-Arnau, A </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> objectives: to analyze trends in the prevalence of contact sensitization to p-phenylenediamine between 2004 and 2014, taking into consideration that the concentration of this product in cosmetics was regulated in 2009. to explore risk factors for contact allergy to p-phenylenediamine. <br>mater..."
31,N/A,"</b>
Electrical transport properties of
poly(aniline-&lt;i&gt;co&lt;/i&gt;-&lt;i&gt;p&lt;/i&gt;-phenylenediamine) and its composites
with incorporated silver particles</td>
</tr>

<tr>
<td>
<b>","</b> Moucka, R ; Mrlik, M ; Ilcikova, M ; Spitalsky, Z ; Kazantseva, N ; Bober, P ; Stejskal, J </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> statistical copolymers of aniline and p-phenylenediamine, poly(aniline-co-p-phenylenediamine)s, were synthesised by oxidative polymerisation using various oxidants, ammonium peroxydisulphate or silver nitrate. depending on the choice of oxidant, copolymers or composites with silver particles we..."
32,N/A,"</b>
Structure-activity relationship studies on the mutagenicity of some azo
dyes in the Salmonella/microsome assay.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,</b> analogs of direct black 19 and direct black 38 were synthesized and tested in the salmonella/microsome assay. those dyes which gave positive responses in strains ta98 and ta1538 would be expected to be metabolized to p-phenylenediamine by the liver microsomal enzymes (s9). pure p-phenylenediami...
33,N/A,"</b>
Selective Detection of &lt;i&gt;p&lt;/i&gt;-Phenylenediamine in Hair Dyes Based on a
Special CE Mechanism Using MnO&lt;sub&gt;2&lt;/sub&gt; Nanowires</td>
</tr>

<tr>
<td>
<b>","</b> Bai, YH ; Li, JY ; Zhu, YH ; Xu, JJ ; Chen, HY </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,0,0,0,0,</b> we report a novel approach for selective determination of p-phenylenediamine in hair dyes using beta-mno2 nanowires modified glassy carbon (gc) electrodes through an electrochemical co-deposition process with chitosan hydrogel. a special ce (chemical reaction and electron transfer) process on t...
34,N/A,"</b>
Characterization and Properties of Poly(methyl methacrylate)/Graphene,
Poly(methyl methacrylate)/Graphene Oxide and Poly(methyl
methacrylate)/&lt;i&gt;p&lt;/i&gt;-Phenylenediamine-Graphene Oxide Nanocomposites</td>
</tr>

<tr>
<td>
<b>","</b> Shah, R ; Kausar, A ; Muhammad, B </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> in this study, poly(methyl methacrylate)/p-phenylenediamine-graphene oxide, poly(methyl methacrylate)/graphene, and poly(methyl methacrylate)/graphene oxide nanocomposite series were prepared using simple solution blending technique. in poly(methyl methacrylate)/p-phenylenediamine-graphene oxid..."
35,N/A,"</b>
Synthesis of &lt;i&gt;p&lt;/i&gt;-phenylenediamine intercalated graphite oxide and
its application in removing heavy metal ions from waste water</td>
</tr>

<tr>
<td>
<b>","</b> Wang, B ; Chang, YH ; Zhi, LJ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> a novel nanomaterial composed of two dimensional graphite oxide intercalated with phenylenediamine unit had been prepared via chemical interaction of exfoliated graphite oxide and p-phenylenediamine. the intercalation reaction was closely related to the reaction temperature. x-ray diffraction m...
36,N/A,"</b>
Differential Expression of Chemokines and Chemokine Receptor Genes in
the Skin Tissue of p-phenylenediamine Treated Mice</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> <value>p-phenylenediamine(ppd)은 피부조직에서 접촉성 민감반응을 일으킬 수 있는 물질로 알려져 왔으나 피부 감작기 동안 사이토카인 유전자의 발현에 미치는 영향과 관련된 연구결과는 거의 없는 실정이다. 따라서 본 연구는 ppd에 노출된 마우스의 피부조직에서 사이토카인과 사이토카인 수용체의 유전자 발현을 규명하기 위해 수행되었다. 이를 위해 balb/c계 마우스에 50mg/kg 용량의 ppd를 피부에 3회 도포한 후 ppd에 노출된 마우스와 용매에 노출된 대조군에서 등피부 조직을 분리하였다. 이 조직을 ...
37,N/A,"</b>
Quantum-chemical predictions of the formation of H-bonds between the
N-phenyl-N'-isopropyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine and
N,N'-Diphenyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine molecules</td>
</tr>

<tr>
<td>
<b>","</b> Mukhutdinov, EA ; Mukhutdinov, AA ; Kovalenko, VI ; Sol'yashinova, OA </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the frequencies and thermodynamic characteristics of the n-phenyl-n'-isopropyl-p-phenylenediamine and n,n'-diphenyl-p-phenylenediamine molecules and their h-bonded dimers were calculated quantum-chemically by the density functional theory method with the b3lyp functional. the dimers were shown ..."
38,N/A,"</b>
Synthesis of hybrid nanostructures composed of copper ions and
poly(&lt;i&gt;p&lt;/i&gt;-phenylenediamine) in aqueous solutions</td>
</tr>

<tr>
<td>
<b>","</b> Liu, ZG ; Zu, YG ; Fu, YJ ; Guo, SL ; Zhang, YL ; Liang, HL </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> a new kind of hybrid nanoparticles composed of copper ions and poly(p-phenylenediamine) has been synthesized in aqueous solution at room temperature. the nanoparticles have been characterized and studied by tem, afm, xps, and uv spectroscopy. the synthesized nanoparticles are prone to connect w..."
39,N/A,"</b>
The triphenylmethyl group as thiol protection during ruthenium-promoted
synthesis of tetraalkyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine systems having
alkanethiol side chains</td>
</tr>

<tr>
<td>
<b>","</b> Pearson, AJ ; Hwang, JJ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the use of triphenylmethyl as thiol protecting group during the construction of thioalkyl-substituted tetraalkyl-p-phenylenediamine derivatives, via arene-ruthenium chemistry, is reported. (c) 2001 elsevier science ltd. all rights reserved.</td> </tr> <tr> <td> <b>"
40,N/A,"</b>
Purpuric contact dermatitis caused by
&lt;i&gt;N&lt;/i&gt;-isopropyl-&lt;i&gt;N&lt;/i&gt;&prime;-phenyl-&lt;i&gt;p-&lt;/i&gt;phenylenediamine from a
Samsung Fit strap</td>
</tr>

<tr>
<td>
<b>","</b> Navarro-Trivi&ntilde;o, FJ ; Ruiz-Villaverde, R </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
41,N/A,"</b>
Study on. electrochemical copolymerization of aniline with
&lt;i&gt;p&lt;/i&gt;-phenylenediamine on ITO electrode by &lt;i&gt;in situ&lt;/i&gt; UV-Vis
spectroscopy and characterization of the copolymer</td>
</tr>

<tr>
<td>
<b>",,1,1,0,0,0,0,0,"</b> it was observed by in situ uv-vis spectrometry that the polymerization of p-phenylenediamine and the electrocopolymerization between aniline and p-phenylenediamine. happened by cyclic voltammetry in a 0.5 mol/l sulfuric acid media, and that the polymerization reactions became faster due to the ..."
42,N/A,"</b>
Patch test reaction to &lt;i&gt;p&lt;/i&gt;-phenylenediamine can persist for more
than 1 month</td>
</tr>

<tr>
<td>
<b>","</b> Uchida, S ; Oiso, N ; Matsunaga, K ; Kawada, A </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
43,N/A,"</b>
Preparation and Quaternization of Poly (Styrene-Divinylbenzene)
Microspheres Loaded With
&lt;i&gt;p&lt;/i&gt;-Phenylenediamine-1,3,5-Triformylphloroglucinol Nanoparticles
and Utilized as an Anion Exchanger</td>
</tr>

<tr>
<td>
<b>","</b> Liu, JW ; Li, HJ ; Yan, YQ ; Zhang, ZR ; Sun, YA ; Wang, GQ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> covalent organic framework (cof) has been popularly utilized to prepare chromatographic stationary phases due to its a great diversity of composition, unique structure, easy of modification, and so forth. however, the irregular shape and nanometer size scale of most cof materials greatly hinder..."
44,N/A,"</b>
Atopy to henna tattoos in children</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> temporary henna tattoos are a popular fashion accessory in recent years. the tattoo dye consists of henna extract from the plant lawsonia, and p-phenylenediamine to create a darker shade to the tattoo. increasingly, emergency departments are seeing children with atopic reactions to these tattoo..."
45,N/A,"</b>
Using the group contribution method and molecular dynamics to predict
the glass transition temperatures and mechanical properties of
poly-(&lt;i&gt;p&lt;/i&gt;-phenylenediamine-alt-2, 6-diformyl multiphenyl)</td>
</tr>

<tr>
<td>
<b>","</b> Li, D ; Li, HT ; Wu, HM ; Wang, YY </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> this article reports the glass transition temperatures of poly-(p-phenylenediamine-alt-2,6-diformyl multiphenyl) predicted by both the group contribution method and the molecular dynamics simulations. the related modeling method and the degree of polymerization, density, specific volume, radius..."
46,N/A,"</b>
Synthesis, characterization, and properties of
aniline-&lt;i&gt;p&lt;/i&gt;-phenylenediamine copolymers</td>
</tr>

<tr>
<td>
<b>","</b> Li, TX ; Yuan, CQ ; Zhao, YH ; Chen, QL ; Wei, M ; Wang, YM </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> polyaniline (pani), poly(aniline-co-p-phenylenediamine) (p(ani-co-ppd)), and poly(p-phenylenediamine) (pppd) have been synthesized by oxidative polymerization using ammonium persulphate as an oxidant in hydrochloric acid medium. several important properties such as solubility, electrical conduc..."
47,N/A,"</b>
CRYSTAL STRUCTURE OF N-PHENYL-N&prime;-ISOPROPYL-&lt;i&gt;P&lt;/i&gt;-PHENYLENEDIAMINE</td>
</tr>

<tr>
<td>
<b>","</b> Mukhutdinov, &Eacute;A ; Gubaidullin, AT ; Krivolapov, DB ; Litvinov, IA ; Mukhutdinov, AA </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> we have previously reported the results of studies of the hydrogen bond nature in n-phenyl-n'-isopropyl-p-phenylenediamine by a quantum chemistry method and ftir spectroscopy [1-3]. it is shown that the ir spectrum of n-phenyl-n'-isopropyl-p-phenylenediamine has ir bands in the nu nh absorption...
48,N/A,"</b>
Photophosphorylation Associated with Photosystem II: II. Effects of
Electron Donors, Catalyst Oxidation, and Electron Transport Inhibitors
on Photosystem II Cyclic Photophosphorylation.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> incubation of kcn-hg-nh(2)oh-inhibited spinach (spinacia oleracea l.) chloroplasts with p-phenylenediamine for 10 minutes in the dark prior to illumination produced rates of photosystem ii cyclic photophosphorylation up to 2-fold greater than the rates obtained without incubation. partial oxida...
49,N/A,"</b>
Kinetic Study of the Oxidation of 4-Morpholinoaniline and
&lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;-Dialkyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamines in the Presence of
Barbituric Acids Derivatives by Digital Simulation of Cyclic
Voltammograms</td>
</tr>

<tr>
<td>
<b>","</b> Esmaili, R ; Nematollahi, D </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> electrochemical oxidation of 4-morpholinoaniline, n,n-diethyl-p-phenylenediamine and n,n-dimethyl-p-phenylenediamine in the presence of barbituric acid, 1,3-dimethylbarbituric acid and 2-thiobarbituric acid as nucleophiles have been studied in various phs using cyclic voltammetry and controlled..."
50,N/A,"</b>
Oxidation of Aniline with Silver Nitrate Accelerated by
p-Phenylenediamine A New Route to Conducting Composites</td>
</tr>

<tr>
<td>
<b>","</b> Bober, P ; Stejskal, J ; Trchova, M ; Prokes, J ; Sapurina, I </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the reaction between two nonconducting compounds, aniline and silver nitrate yields a composite of two conducting products pani and silver while the oxidation of aniline with silver nitrate is slow and takes over several months, the addition of a small amount of p phenylenediamine, 1 mol % rela..."
51,N/A,"</b>
Ion flux coupled to the mitochondrial oxidation of
tetramethyl-p-phenylenediamine.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
52,N/A,"</b>
Use of 1,2-Napthoquinone-4-Sulfonate (Folin's Reagent) for the
Thin-Layer Chromatographic Detection of &lt;i&gt;p&lt;/i&gt;-Phenylenediamine</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
53,N/A,"</b>
The attitude of patients with &lt;i&gt;p&lt;/i&gt;-phenylenediamine or
2,5-toluenediamine contact allergy to hair dyeing</td>
</tr>

<tr>
<td>
<b>","</b> Vogel, TA ; Prins, TM ; Dijkstra, A ; Coenraads, PJ ; Schuttelaar, MLA </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
54,N/A,"</b>
Occupational allergic contact dermatitis to
&lt;i&gt;N&lt;/i&gt;-isopropyl-&lt;i&gt;N&lt;/i&gt;-phenyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine from a
black rubber 'kidney' used in the ceramics industry</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
55,N/A,"</b>
Distribution, excretion, and metabolism of nitro-p-phenylenediamine in
rats.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> the distribution, excretion, and metabolism of nitro-p-phenylenediamine, a constituent of hair dye, was studied after administration of [14c]nitro-p-phenylene-diamine (2.6 mg/30 microci/kg) to male rats. after intraperitoneal administration, 37.4% of the radioactivity administered was excreted ..."
56,N/A,"</b>
Synthetic nickel-containing superoxide dismutase attenuates
para-phenylenediamine-induced bladder dysfunction in rats</td>
</tr>

<tr>
<td>
<b>","</b> Chiang, BJ ; Chen, TW ; Chung, SD ; Lee, WZ ; Chien, CT </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,</b> para (p)-phenylenediamine and its toxic metabolites induce excess reactive oxygen species formation that results in bladder voiding dysfunction. we determined the effects of synthetic ni-containing superoxide dismutase mimics and the role of oxidative stress in p-phenylenediamine-induced urinar...
