Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
11,N/A,"</b>
Covalently functionalized ethylene diamine modified graphene oxide
poly-paraphenylene diamine dispersed polyurethane anticorrosive
nanocomposite coatings</td>
</tr>

<tr>
<td>
<b>","</b> Khatoon, H ; Iqbal, S ; Ahmad, S </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> ethelynediamine modified graphene oxide (mgo) covalently functionalized with poly(p-phenylenediamine) (mgo-pppda) nanofiller was synthesized and characterized by fourier transform infrared spectroscopy (ftir), x-ray diffraction analysis (xrd), and transmission electron microscopy (tem). their c..."
12,N/A,"</b>
Oxygen activation by o-diphenols.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
13,N/A,"</b>
On-line electrochemical-mass spectrometry study of the mechanism of
oxidation of &lt;i&gt;N&lt;/i&gt;,&lt;i&gt;N&lt;/i&gt;-dimethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine in
aqueous electrolytes</td>
</tr>

<tr>
<td>
<b>","</b> Modestov, AD ; Gun, J ; Savotine, I ; Lev, O </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> the mechanism of electrochemical oxidation of nn-dimethyl-p-phenylenediamine (dpd) in aqueous electrolyte solutions in the ph range 1.4-9.7 was studied using on-line electrochemical-mass spectrometry. a radial flow electrochemical cell was used to generate the product stream which was analyzed ...
14,N/A,"</b>
Dominant lethal mutagenicity study on hair dyes.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> a dominant lethal mutagenicity study was performed in rats with the following chemicals that may be used to dye hair: 2-nitro-p-phenylenediamine, 4-nitro-o-phenylenediamine, m-phenylenediamine, o-phenylenediamine, p-phenylenediamine, p-toluenediamine, 2,4-diaminoanisole, 2,5-diaminoanisole, 2-a..."
15,N/A,"</b>
Moustache &lt;i&gt;p&lt;/i&gt;-phenylenediamine dye allergic contact dermatitis with
distant site involvement -: an atypical presentation</td>
</tr>

<tr>
<td>
<b>","</b> Chan, HP ; Maibach, HI </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
16,N/A,"</b>
Preparation of p-phenylenediamine modified polymer brush grafted PS-DVB
materials for highly selective adsorption of flavonoids</td>
</tr>

<tr>
<td>
<b>","</b> Bi, MJ ; Wei, XH ; Lou, QR ; Di, DL ; Pei, D ; Liu, BQ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> due to the low adsorption capacity and poor adsorption selectivity of the resins, the separation of flavonoids was still a challenge in the separation field. in this work, a novel polymer microspheres polystyrene-divinylbenzenepoly(glycidyl methacylate-p-phenylenediamine(ps-dvb-pgma-ppd) contai..."
17,N/A,"</b>
Detection of carcinogenicity of color cosmetics in bacterial test
systems [proceedings].</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
18,N/A,"</b>
Raman scattering detection of cobalt(II) ions based on their specific
etching effect on leaf-like poly(&lt;i&gt;p&lt;/i&gt;-phenylenediamine)
microcrystals</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> we report a simple raman scattering method for the sensitive and selective detection of cobalt(ii) ions using the combination of leaf-like poly(p-phenylenediamine) (pppd) microcrystals and ag nanoparticles (agnps) as the signal provider. the agnps provide much greater raman scattering enhanceme...
19,N/A,"</b>
Binary co-deposition of copper-molybdenum oxides on poly
(p-phenylenediamine) as a new nanocomposite for the fabrication of GO/
graphite-based supercapacitor electrodes</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> recently, the use of novel conductive nanomaterials and polymers in the fabrication of supercapacitor electrodes has garnered significant attention. this interest arises from the pivotal role that advanced conductive polymers and their composites have in driving progress within the supercapacit..."
20,N/A,"</b>
Pentacenequinone derivatives for preparation of gold nanoparticles:
facile synthesis and catalytic application</td>
</tr>

<tr>
<td>
<b>","</b> Sharma, K ; Kaur, S ; Bhalla, V ; Kumar, M ; Gupta, A </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> we have designed and synthesized pentacenequinone/pentacenequinodimethane derivatives 3, 4 and 6 having nitrile groups using suzuki-miyaura coupling and knoevenagel condensation protocols. interestingly, these pentacenequinone/pentacenequinodimethane derivatives form fluorescent aggregates in a..."
21,N/A,"</b>
Novel amine preaccelerators for polyester resins</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> the reactions between n,n-dimethyl-p-phenylenediamine and ethylene or propylene oxide were carried out to obtain 3-[p-(n,n-dimethylamino)phenyl]-3-azapentane-1,5-diol and 4-[p-(n,n-dimethylamino)phenyl]-4-azaheptane-2,6-diol, respectively. the structures of the products were determined using el..."
22,N/A,"</b>
Photoinduced charge transfer between CdSe quantum dots and
&lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Sharma, SN ; Pillai, ZS ; Kamat, PV </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> the excited state interaction between cdse nanocrystals and a hole acceptor, p-phenylenediamine (ppd), is probed using emission and transient absorption spectroscopies. the changes in the photophysical properties of cdse nanocrystals arising from the interaction with ppd are compared with an al..."
23,N/A,"</b>
Investigation of addition reaction of sodium thiosulfate pentahydrate to
quinonediimine groups</td>
</tr>

<tr>
<td>
<b>","</b> Durgaryan, AH ; Miraqyan, NA ; Arakelyan, RH ; Durgaryan, NA </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> it was established that the reaction of sodium thiosulfate with poly(p-phenylenediamine)poly(1,4-benzoquinonediimine-n,n-diyl-1,4-phenylene) and its derivative with acetylated end amino groups results in 1,4-addition of thiosulfate to quinonediimine groups. the same reaction was investigated wi..."
24,N/A,"</b>
Chemical modification of PVC into polymer-supported oxazolinones and
triazoles</td>
</tr>

<tr>
<td>
<b>","</b> Abdelaal, MY ; Sobahi, TR </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> pvc (p1) was converted into polymer-supported oxazolinone and triazole derivatives after sequential chemical assembly of the reactive groups onto pvc. first, poly(vinyl chloride-co-vinylaminoaniline) (p2) was prepared by the reaction of pvc with p-phenylenediamine. the primary aromatic amino gr..."
25,N/A,"</b>
[The cytochrome oxidase activity of the nuclei and nuclear membranes of
rat liver cells following partial hepatectomy].</td>
</tr>

<tr>
<td>
<b>Foreign Title:</b>

<value lang_id="""">Tsitokhromoksidaznaia aktivnost' iader i iadernykh obolochek kletok pecheni krysy posle chastichnoi gepatektomii</value>
</td>
</tr>

<tr>
<td>
<b>",,0,0,0,1,0,0,0,"</b> the cytochrome oxidase activity of liver cell nuclei determined in the presence of ascorbate and cytochrome c equals, on the average, 1.2 nmol o2/min/mg protein. this activity tentatively named ""free"" cytochrome oxidase activity is in nuclei 10% and in nuclear envelopes about 30% of the total c..."
26,N/A,"</b>
Graphene oxide-p-phenylenediamine nanocomposite for efficient dye
degradation and bacterial eradication in wastewater treatment</td>
</tr>

<tr>
<td>
<b>","</b> Pant, M ; Singh, P ; Landge, AS ; Bisen, D ; Singh, J ; Manori, S ; Shukla, RK </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> in this study, graphene oxide-p-phenylenediamine (gppd) nanocomposite was synthesized via a facile wetchemical approach. the x-ray diffraction shows changes in inter-planar spacing, confirming structural changes in go, functionalized with ppd. field emission scanning electron microscopy reveals..."
27,N/A,"</b>
A Direct Mass Spectrometry Method for the Rapid Analysis of Ubiquitous
Tire-Derived Toxin
&lt;i&gt;N&lt;/i&gt;-(1,3-Dimethylbutyl)-&lt;i&gt;N&lt;/i&gt;&prime;-phenyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine
Quinone (6-PPDQ)</td>
</tr>

<tr>
<td>
<b>","</b> Monaghan, J ; Jaeger, A ; Agua, AR ; Stanton, RS ; Pirrung, M ; Gill, CG ; Krogh, ET </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> the oxidative transformation product of a common tire preservative, identified as n-(1,3-dimethylbutyl)-n'-phenyl-p-phenylenediamine quinone (6-ppdq), has recently been found to contribute to ""urban runoff mortality syndrome"" in coho salmon at nanogram per liter levels. given the number of fish..."
28,N/A,"</b>
Catalytic Effects of Aniline Polymerization Assisted by Oligomers</td>
</tr>

<tr>
<td>
<b>","</b> Lin, CW ; Mak, WH ; Chen, DY ; Wang, HS ; Aguilar, S ; Kaner, RB </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> polyaniline was first confirmed as a dark green precipitate on an electrode during the electrochemical polymerization of aniline in 1862. since then, scientists have been studying the kinetics and growth mechanisms of polyaniline through the electrochemical approach. studies have shown that p-p..."
29,N/A,"</b>
H+ production by antimycin-inhibited mitochondria.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,</b> 1. oxygen-pulse experiments on antimycin-treated liver mitochondria from young rats in the absence of added substrates indicate the presence of an endogenous hydrogenated reductant on the oxygen side of the antimycin inhibition site. this reductant has been estimated to be present in a 20--50-f...
30,N/A,"</b>
Synthesis and Characterization of Novel Schiff Base Macrocyclic
Compounds of 1,3,5-Triazine</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> several novel schiff base macrocyclic compounds of 1,3,5-triazine were synthesized from cyanuric chloride, diethylamine, vanillin, o-phenylenediamine, p-phenylenediamine, benzidine, 4,4'-diamino-ether, 4,4'-diamino-diphenyl methane by substitution and cyclization, and their structures were char..."
31,N/A,"</b>
Actuators based on intrinsic conductive polymers/carbon nanoparticles
nanocomposites</td>
</tr>

<tr>
<td>
<b>","</b> Bocchini, S ; Accardo, D ; Ariano, P ; Lombardi, M ; Biso, M ; Ansaldo, A ; Ricci, D </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> new polyaniline (pani) synthesis was performed starting from non-toxic n-phenil-p-phenylenediamine (aniline dimer) using reverse addition of monomer to oxidizing agent, the synthesis allows to produce highly soluble pani. several types of doped pani were prepared to be used on electromechanical..."
32,N/A,"</b>
Studies on the Constituent Analysis and the Concentration Comparison of
Hazardous Chemicalsral Plant Color Henna Hair Dyes and Chemical Hair
Dyes</td>
</tr>

<tr>
<td>
<b>Title:</b>
식물성 칼라 헤나염모제와 화학 염모제의 유해화학물질 성분분석과 함량비교</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> this thesis studies on the level of chemical substances and labeling of the marketed hairdyes. the test on the selected twenty one chemical hairdyes containing three chemicals mainly (p-phenylenediamine, p-aminophenol and m-aminophenol) and twenty two plant hairdyes shows that the average toxic..."
33,N/A,"</b>
Identification and purification of a non-ceruloplasmin ferroxidase of
human serum.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
34,N/A,"</b>
Assessment of skin sensitization potency of hair dye molecules &lt;i&gt;in
vitro&lt;/i&gt;</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
35,N/A,"</b>
Visible-light-induced photocatalytic hydrogenation of 4-nitroaniline
over In&lt;sub&gt;2&lt;/sub&gt;S&lt;sub&gt;3&lt;/sub&gt; photocatalyst in water</td>
</tr>

<tr>
<td>
<b>","</b> Wu, WM ; Lin, R ; Shen, LJ ; Liang, RW ; Yuan, RS ; Wu, L </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> photocatalytic hydrogenation of 4-nitroaniline over the in2s3 photocatalyst was investigated in water under visible light irradiation (lambda &gt;= 420 nm). after 90 min of visible light irradiation, 100% of 4-nitroaniline could be reduced to p-phenylenediamine over the in2s3 photocatalyst in t..."
36,N/A,"</b>
Effect of chlorpromazine on the cell metabolism.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
37,N/A,"</b>
Synthesis and preliminary characterization of a novel substrate for
gamma-glutamyl transferase. A potential anti-hepatoma drug.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> 9he synthesis and chemical characterization of the gamma-glutamyl adduct of phenylenediamine mustard is reported. the activity of this compound, gamma-[n,n-bis(2-chloroethyl)-p-phenylenediamine]-glutamate, as a substrate for gamma-glutamyl transferase is demonstrated and compared with the activ..."
38,N/A,"</b>
Identification of Haemophilus ducreyi in the clinical laboratory.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,</b> some of the characteristics of 42 clinical isolates of haemophilus ducreyi are reported. only six of the 42 strains were able to grow on horse-blood agar. all strains gave a positive oxidase test with tetramethyl-p-phenylenediamine and a negative result with dimethyl-p-phenylenediamine. all of ...
39,N/A,"</b>
Sensitisation to p-Phenylenediamine. Effects of metabolism and
individual susceptibility</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> due to its constant exposure to small molecular weight compounds, the skin is a major target for allergic reactions. para-phenylenediamine (ppd) is a common and strong contact allergen. recent studies have revealed new aspects of steps involved in sensitization and allergic contact dermatitis t..."
40,N/A,"</b>
Electrochemical synthesis of belt-like polyaniline network on
&lt;i&gt;p&lt;/i&gt;-phenylenediamine functionalized glassy carbon electrode and its
use for the direct electrochemistry of horse heart cytochrome &lt;i&gt;c&lt;/i&gt;</td>
</tr>

<tr>
<td>
<b>",,1,1,1,0,0,0,0,</b> three-dimension (3d) belt-like polyaniline (pan) network has been prepared via electrochemical polymerization of aniline on p-phenylenediamine (pda) functionalized glassy carbon electrode (gce) using a three-step electrochemical deposition procedure. pda was covalently binded on gce via the for...
41,N/A,"</b>
Phenol oxidase activity in brain tissue.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
42,N/A,"</b>
Influence of antioxidants on the stability of polyene antifungal
antibiotics in solution: I. Hamycin.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
43,N/A,"</b>
Potentiometric pH sensors based on electrodeposited polymers</td>
</tr>

<tr>
<td>
<b>","</b> Lakard, B ; Herlem, G ; Lakard, S ; Guyetant, R ; Fahys, B </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> five potentiometric ph sensors based on thin polymer films, obtained from electropolymerization of their respective monomers: 1,3-diaminopropane, diethylenetriamine, pyrrole, p-phenylenediamine and aniline, were compared. all these molecules have been chosen since they contain amino groups, whi..."
44,N/A,"</b>
Electro-optical tuning of plasmon-driven double reduction interface
catalysis</td>
</tr>

<tr>
<td>
<b>","</b> Lin, WH ; Ren, X ; Cui, L ; Zong, H ; Sun, MT </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> in this paper, we experimentally report plasmon-driven double reduction reactions in electrochemical environments, where the p-dinitrobenzene was reduced to daab via double reduction reactions. one of nitro group of two pdnbs was reduced to azo (-n=n-) group, and the other two nitro groups of t..."
45,N/A,"</b>
Catalase-producing strains of streptococci.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
46,N/A,"</b>
Environmental concentrations of 6PPD and 6PPD-Q cause oxidative damage
and alter metabolism in Eichhornia crassipes</td>
</tr>

<tr>
<td>
<b>","</b> Ge, YC ; Liu, JZ ; Shi, RY ; Li, X ; Zeb, A ; Wang, Q ; Wang, JL ; Zhao, YX ; Yu, M ; Yin, C ; Xiong, HX ; Liu, WT </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine (6ppd) and n-(1,3-dimethylbutyl)-n '-phenyl-p-phenylenediamine-quinone (6ppd-q) are ubiquitous in the environment and can cause toxicity to aquatic animals. however, research on the toxicological effects of 6ppd and 6ppd-q on aquatic plants re..."
47,N/A,"</b>
Rapid Microwave-Assisted Chemical Recycling of Poly(&lt;i&gt;p&lt;/i&gt;-Phenylene
Terephthalamide)</td>
</tr>

<tr>
<td>
<b>","</b> Benninga, J ; Gebben, B ; Folkersma, R ; Voet, VSD ; Loos, K </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> back-to-monomer chemical recycling of polymers is crucial in achieving a circular plastics economy. herein, we report the rapid microwave-assisted depolymerization of poly(p-phenylene terephthalamide) (ppta), also known as twaron or kevlar. the alkaline hydrolysis of ppta was conducted in a mic..."
48,N/A,"</b>
Electron and hole transfer from indium phosphide quantum dots</td>
</tr>

<tr>
<td>
<b>","</b> Blackburn, JL ; Selmarten, DC ; Ellingson, RJ ; Jones, M ; Micic, O ; Nozik, AJ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> electron- and hole-transfer reactions are studied in colloidal inp quantum dots (qds). photoluminescence quenching and time-resolved transient absorption (ta) measurements are utilized to examine hole transfer from photoexcited inp qds to the hole acceptor n,n,n',n'-tetramethyl-p-phenylenediami..."
49,N/A,"</b>
Studies of photochemical action spectra on
N,N,N',N'-tetramethyl-p-phenylenediamine-oxidase-negative mutants of
Azotobacter vinelandii.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
50,N/A,"</b>
Nanoporous carbons derived from poplar catkins for high performance
supercapacitors with a redox active electrolyte of
&lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Liu, LL ; Feng, RR ; Pan, Y ; Zheng, XP ; Bai, LZ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,</b> nanoporous carbons (npcs) have been successfully prepared from poplar catkins (pcs) as a sustainable and renewable carbon source by a facile carbonization and subsequent koh activation procedure. the koh-activated npcs at 800 degrees c (npc800) exhibits a hierarchical porous structure containin...
51,N/A,"</b>
Jellyfish-shaped p-phenylenediamine functionalized graphene
oxide-g-polyaniline fibers and their electrorheology</td>
</tr>

<tr>
<td>
<b>","</b> Zhang, K ; Li, HT ; Dong, YZ ; Zhang, HL ; Zhao, W ; Zhao, SQ ; Choi, HJ </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,0,1,0,0,0,"</b> to enhance the performance of electrorheological (er) fluid, jellyfish-shaped p-phenylenediamine functionalized graphene oxide-g-polyaniline fiber (ppdg-g-pani) nanocomposite particles were fabricated using an interfacial polymerization method. their thermal stability was tested via a thermogra..."
52,N/A,"</b>
Studies on kinetics of different types of probing species through
self-assembled monolayers on a gold electrode by SECM</td>
</tr>

<tr>
<td>
<b>","</b> Chen, Z ; Shen, L ; Xie, SB ; He, SL ; Jing, P ; Xu, XD ; Shao, YH </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> in this paper, the kinetic behavior of mediators with different polarities at n-alkanethiol modified gold electrode are investigated by scanning electrochemical microscopy (secm). ferrocyanide [k4fe(cn)(6)] and n,n,n',n'-tetramethyl-p-phenylenediamine(tmpd) are employed as the mediators, and th..."
53,N/A,"</b>
[Biological fate of N,N'-diphenyl-p-phenylenediamine].</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
54,N/A,"</b>
Microwave-assisted synthesis of magnetic CuFe&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;4&lt;/sub&gt;
nanocatalysts for rapid room-temperature reduction of 4-nitroaniline</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> background the development of environmentally friendly and efficient catalysts for pollutant reduction is a pressing need in green chemistry. magnetic spinel ferrites, particularly cufe2o4, are promising candidates due to their recoverability and tunable catalytic properties. however, conventio..."
55,N/A,"</b>
Synergistic effect of binary mixtures of phenols with
N,N,N&prime;,N&prime;-tetramethyl-&lt;i&gt;p&lt;/i&gt;-phenylenediamine in the inhibition of
initiated oxidation of ethylbenzene</td>
</tr>

<tr>
<td>
<b>",,1,0,0,0,0,0,0,"</b> synergy was revealed in the influence of binary mixtures of various phenols with n,n,n'n'-tetramethyl-p-phenylenediamine (tmda) on the inhibition of the initiated oxidation of ethylbenzene. the magnitude of the synergistic effect (se) was calculated as se = (w-mix/w-add) - 1, where w-mix and w-..."
56,N/A,"</b>
Partial degradation of &lt;i&gt;p&lt;/i&gt;-aminoazobenzene by a defined mixed
culture of &lt;i&gt;Bacillus subtilis&lt;/i&gt; and &lt;i&gt;Stenotrophomonas
maltophilia&lt;/i&gt;</td>
</tr>

<tr>
<td>
<b>","</b> Zissi, U ; Lyberatos, G </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> a defined mixed culture of bacillus subtilis and stenotrophamonas maltophilia was used to accomplish the partial biodegradation of the ate-dye p-aminoazobenzene (paab). kinetic experiments were conducted, under aerobic conditions, to study the mineralization of p-aminoazobenzene by the above-de..."
57,N/A,"</b>
Suppressing the photobleaching and photoluminescence intermittency of
single near-infrared CdSeTe/ZnS quantum dots with
&lt;i&gt;p&lt;/i&gt;-phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Yang, CG ; Zhang, GF ; Feng, LH ; Li, B ; Li, ZJ ; Chen, RY ; Qin, CB ; Gao, Y ; Xiao, LT ; Jia, ST </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> intrinsic photobleaching and photoluminescence (pl) intermittency of single quantum dots (qds), originating from photo-oxidation and photo-ionization respectively, are roadblocks for most single-dot applications. here, we effectively suppress the photobleaching and the pl intermittency of singl..."
58,N/A,"</b>
Functionalized graphene oxide based on &lt;i&gt;p&lt;/i&gt;-phenylenediamine as
spacers and nitrogen dopants for high performance supercapacitors</td>
</tr>

<tr>
<td>
<b>","</b> Lu, YH ; Huang, Y ; Zhang, F ; Zhang, L ; Yang, X ; Zhang, TF ; Leng, K ; Zhang, MJ ; Chen, YS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,</b> p-phenylenediamine (ppd) functionalized graphene oxide (go) materials (ppdg) were prepared through a one-step solvothermal process and their application as supercapacitors (scs) were studied. the ppd is not only as the spacers to prevent aggregating and restacking of the graphene sheets in the ...
59,N/A,"</b>
Photopolymerization of aniline derivatives in solid state and its
application</td>
</tr>

<tr>
<td>
<b>","</b> Kim, Y ; Fukai, S ; Kobayashi, N </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> the photopolymerization of aniline derivatives was investigated in solid state with flemion film containing ru(bpy)(3)(2+) and ppd (n-phenyl-p-phenylenediamine) in order to form well-defined photo-image. absorption spectrum indicated that the photopolymerization was succeeded even in a solid st...
60,N/A,"</b>
Effects of Electrochemical Parameters on the Electropolymerisation of
2-nitro-p-phenylenediamine in Caustic and Neutral Solutions</td>
</tr>

<tr>
<td>
<b>","</b> Kanan, MA ; Barham, AS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,0,0,0,0,</b> a thin film of poly (2-nitro-p-phenylenediamine) (2nppd) was prepared by electrochemical means of cyclic voltammetric technique. the films were deposited on 1.6 mm diameter gold electrodes (a=0.0201 cm(2)) or 3.0 mm glassy carbon (a=0.0707 cm(2)). we electrochemically investigated 2nppd monomer...
61,N/A,"</b>
Electromeric analysis of cytochromes inmitochondria.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
