Index,Year,Title,Authors,PPD,Sediment,Water,Biological,Sediment_Concentration,Water_Concentration,Biological_Concentration,Abstract
11,N/A,"</b>
Working with technical purity: simulation of red tattoo pigment
metabolism by online-liquid chromatography-electrochemistry-mass
spectrometry</td>
</tr>

<tr>
<td>
<b>","</b> Wolf, C ; Krall, F ; G&ouml;ldner, V ; Karst, U </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,</b> tattooing is a popular form of body art that has evolved from ancient times into being part of modern society. the understanding of biotransformation processes of coloring tattoo pigments in human skin is limited although skin reactions to tattoos with unknown culprits occur. electrochemistry c...
12,N/A,文献 #12,,0,0,0,0,0,0,0,
13,N/A,"</b>
INFLUENCE OF ANTIOXIDANTS ON MYOGLOBIN CONCENTRATIONS IN VITAMIN
E-DEFICIENT GUINEA PIG SKELETAL MUSCLE.</td>
</tr>

<tr>
<td>
<b>","</b> BUCKLEY, R D; SCHOTTELIUS, D D; SCHOTTELIUS, B A</td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
14,N/A,文献 #14,,0,0,0,0,0,0,0,
15,N/A,"</b>
High conversion synthesis of functional poly(&lt;i&gt;m&lt;/i&gt;-phenylenediamine)
nanoparticles by Cu-OH-assisted method and its superior ability toward
Ag&lt;SUP&gt;+&lt;/SUP&gt; adsorption</td>
</tr>

<tr>
<td>
<b>","</b> Yu, WT ; Zhang, LY ; Meng, Y ; Dai, S ; Su, Z ; Chai, LY ; Wang, HY </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,</b> conventional chemically oxidative polymerization was successfully improved through the cooperative effect of cu2+ and naoh (cu-oh-assistance method for short) to satisfy the high conversion synthesis of poly(m-phenylenediamine) (pmpd) nanoparticles. the highest yield calculated from the mass of...
16,N/A,文献 #16,,0,0,0,0,0,0,0,
17,N/A,"</b>
Oxidative status in rheumatoid arthritis</td>
</tr>

<tr>
<td>
<b>","</b> Ozkan, Y ; Yardym-Akaydyn, S ; Sepici, A ; Keskin, E ; Sepici, V ; Simsek, B </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,</b> the insufficiency of antioxidant defense systems and the acceleration of the oxidative reactions can be results of the pro-oxidant/antioxidant imbalance in rheumatoid arthritis (ra). the aim of our study was to investigate the changes in oxidant status by measuring two different parameters; one...
18,N/A,"</b>
Environmental occurrence, fate, human exposure, and human health risks
of p-phenylenediamines and their quinones.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,"</b> p-phenylenediamine antioxidants (ppds) are widely used in the rubber industry and their release and transformation in the environment has become one of the current environmental research hotspots. ppds are readily oxidized in the environment to form quinone transformation products (ppd-qs), som..."
19,N/A,"</b>
Redox-Active Organic Electrode Materials for Supercapacitors</td>
</tr>

<tr>
<td>
<b>","</b> Ding, W ; Xiao, LY ; Lv, LP ; Wang, Y </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> due to their prominent power density, supercapacitors carve out a niche among all the energy storage systems. however, it is also well known that the energy density of supercapacitors takes no advantage over lithium-ion batteries, the current star energy storage device. therefore, substantial e..."
20,N/A,"</b>
Paraphenylenediamine and related chemicals as allergens responsible for
allergic contact dermatitis</td>
</tr>

<tr>
<td>
<b>","</b> Bacharewicz-Szczerbicka, J ; Reduta, T ; Pawlos, A ; Flisiak, I </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> introduction: paraphenylenediamine (ppda) is a chemical with strong sensitizing properties used for dyeing of hair and textiles. paraphenylenediamine can cross-react, resulting in allergy to other related compounds. the prevalence of ppda sensitization varies widely. the objectives were to asse..."
21,N/A,"</b>
Contact allergy to hair-colouring products: a cosmetovigilance follow-up
study by four companies in Europe from 2014 to 2017</td>
</tr>

<tr>
<td>
<b>","</b> Krasteva, M ; Caratas-Perifan, M ; Kock, M ; Koch, T ; Schlotmann, K ; Renk-Schmehl, P ; Fautz, R ; Fuchs, A </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> background a previous analysis of undesirable events (uevs), reported to four major companies following the use of hair-colouring products in europe, showed that the reporting rates were stable for both oxidative and direct hair-colouring products over the period 2003-2006. objectives in order ..."
22,N/A,"</b>
Oxygen plasma-assisted contra-diffusion self-assembly of covalent
organic framework pervaporation membranes for organic-solvent
dehydration</td>
</tr>

<tr>
<td>
<b>","</b> Wang, XQ ; Wang, NX ; Ni, HX ; Liu, T ; An, QF </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> pervaporation is considered to have great potential for application in the field of organic-solvent dehydration. in this study, a type of keto-enamine-linked covalent organic framework tppa (synthesized using the schiff-base reaction of 1,3,5-triformylphloroglucinol [tp] with p-phenylenediamine..."
23,N/A,"</b>
Comparison of flow cytometry and immunohistochemistry in
non-radioisotopic murine lymph node assay using bromodeoxyuridine</td>
</tr>

<tr>
<td>
<b>","</b> Jung, KM ; Bae, IH ; Kim, BH ; Kim, WK ; Chung, JH ; Park, YH ; Lim, KM </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> non-radioisotopic local lymph node assay (llna) employing 5-bromo-2'-deoxyuridine (brdu) with flow cytometry (facs) or immunohistochemistry (ihc) is gaining attention due to a regulatory issue of using radioisotope, h-3-thymidine, in vivo in traditional llna. in this study, to compare the perfo..."
24,N/A,"</b>
Tire Wear Chemicals in the Urban Atmosphere: Significant Contributions
of Tire Wear Particles to PM&lt;sub&gt;2.5&lt;/sub&gt;</td>
</tr>

<tr>
<td>
<b>","</b> Tian, LL ; Zhao, SZ ; Zhang, RL ; Lv, SJ ; Chen, DH ; Li, J ; Jones, KC ; Sweetman, AJ ; Peng, PA ; Zhang, G </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> tire wear particles (twps) containing tire wear chemicals (twcs) are of global concern due to their large emissions and potential toxicity. however, twp contributions to urban fine particles are poorly understood. here, 72 paired gas-phase and pm2.5 samples were collected in the urban air of th..."
25,N/A,"</b>
Selective Detection of Primary Aromatic Amines through Enhanced
Luminescence of a 2D+2D Inclined Polycatenated Microporous
Nitro-Functionalized Metal-Organic Framework</td>
</tr>

<tr>
<td>
<b>","</b> Dinda, S ; Mahato, B ; Maiti, A ; Ghoshal, D </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,1,0,0,0,"</b> detection and sensing of amines through enhanced fluorescence emission are always challenging in aqueous solution. the range of different lewis basicities, shapes, and sizes as well as the different structural arrangements of amines is responsible for their less specificity in aqueous solution...."
26,N/A,"</b>
Electronic properties of carbon nanotubes linked covalently with iron
phthalocyanine to determine the formation of high-valent iron
intermediates or hydroxyl radicals</td>
</tr>

<tr>
<td>
<b>","</b> Hu, JR ; Liu, HY ; Wang, LL ; Li, N ; Xu, TF ; Lu, WY ; Zhu, ZX ; Chen, WX </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,0,0,0,0,</b> two different nanomaterial-based metallophthalocyanine catalysts were synthesized by immobilizing iron trinitrophthalocyanine with amino (fematnpc) covalently on multi-walled carbon nanotubes (mwcnts) by deamination-synthesized mwcnts-fetnpc and on oxidized mwcnts by amidation-synthesized mwcnt...
27,N/A,"</b>
Patch testing with hair cosmetic series in Europe: a critical review and
recommendation</td>
</tr>

<tr>
<td>
<b>","</b> Uter, W ; Bensefa-Colas, L ; Frosch, P ; Gim&eacute;nez-Arnau, A ; John, SM ; Lepoittevin, JP ; Lid&eacute;n, C ; White, IR ; Johansen, JD </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> many key ingredients of hair cosmetics (in particular, dyes, bleaches, and hair-styling agents) are potent (strong to extreme) contact allergens. some heterogeneity is apparent from published results concerning the range of allergens for which patch testing is important. the objective of the pr..."
28,N/A,"</b>
Lack of effect of tetrathiomolybdate on ovine caeruloplasmin activity:
diagnostic implications</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
29,N/A,"</b>
Fire blight resistance in Pyrus: localization of arbutin and
beta-glucosidase.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
30,N/A,"</b>
The effect of antibiotic, antioxidant, and fat on conversion of carotene
to vitamin A in the chicken.</td>
</tr>

<tr>
<td>
<b>","</b> ALMQUIST, H J; MAURER, S</td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,
31,N/A,"</b>
Crystal structure, Hirshfeld surface analysis and third-order nonlinear
optical properties of supramolecular complexes of 18-crown-6 with
6-hydrazinonicotinichydrazide and p -phenylenediamine</td>
</tr>

<tr>
<td>
<b>","</b> Balakrishnan, C ; Manonmani, M ; Ahamed, SR ; Vinitha, G ; Meenakshisundaram, SP </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,0,0,0,0,</b> the crystal structures of the host-guest supramolecular complexes [2(6-hpch)2 +.3(18c6)].4[clo4 over bar ].2(h2o) (i) and [(pda)2 +.2(18c6)].2[cl over bar ].10(h2o) (ii) (18c6 = 18-crown-6; 6hpch = 6-hydrazinylpyridine-1-ium-3-carbohydrazinium; pda = p-phenylenediaminium) were determined by sin...
32,N/A,"</b>
Acute Toxicity Testing of the Tire Rubber-Derived Chemical 6PPD-quinone
on Atlantic Salmon (&lt;i&gt;Salmo salar&lt;/i&gt;) and Brown Trout (&lt;i&gt;Salmo
trutta&lt;/i&gt;)</td>
</tr>

<tr>
<td>
<b>","</b> Foldvik, A ; Kryuchkov, F ; Sandodden, R ; Uhlig, S </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> recent identification of 6ppd-quinone as the chemical causing acute toxicity in coho salmon has led to substantial concern regarding the toxicity of this contaminant for other aquatic species. environmental occurrence of 6ppd-quinone is probably high, because it is an oxidation product of a com..."
33,N/A,"</b>
Preparation and Characterization of Graphene/Poly(Diphenylamine)
Composites</td>
</tr>

<tr>
<td>
<b>","</b> Lingappan, N ; Jeong, YT ; Gal, YS ; Lim, KT </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> nanocomposites of graphene nanosheets and poly(diphenylamine) (graphene pdpa) were synthesized via the in-situ oxidative polymerization of diphenylamine in a sulphuric acid medium. first, graphite oxide (go) was prepared by oxidation of natural graphite using the modified hummer's method and su..."
34,N/A,文献 #34,,0,0,0,0,0,0,0,
35,N/A,"</b>
Biotransformation of 2,4-toluenediamine in human skin and reconstructed
tissues</td>
</tr>

<tr>
<td>
<b>","</b> Grohmann, L ; Becker, D ; Rademann, J ; Ma, N ; Sch&auml;fer-Korting, M ; Weindl, G </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> reconstructed human epidermis (rhe) is used for risk assessment of chemicals and cosmetics and rhe as well as reconstructed human full-thickness skin (rhs) become important for e.g., the pre-clinical development of drugs. yet, the knowledge regarding their biotransformation capacity is still li..."
36,N/A,"</b>
Feasible photometric measurements in liquid-liquid extraction by
exploiting smartphone-based digital images</td>
</tr>

<tr>
<td>
<b>","</b> Lima, MJA ; Nascimento, CF ; Rocha, FRP </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,</b> a new approach for photometric measurements in procedures involving liquid-liquid extraction is proposed. it is based on the direct acquisition of the digital image of the sample extract in a conical tube by using a smartphone and a free application to convert the image to rgb values. the appro...
37,N/A,"</b>
Redox chemistry of 8-azaadenine: a pulse radiolysis study</td>
</tr>

<tr>
<td>
<b>","</b> Pramod, G ; Mohan, H ; Manoj, P ; Manojkumar, TK ; Manoj, VM ; Mittal, JP ; Aravindakumar, CT </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> aza derivatives of purines and pyrimidines are important class of compounds, which are known for their cytotoxic, antimicrobial, and mutagenic activities. the redox chemistry of 8-azaadenine (8aa) has been investigated using pulse radiolysis technique. the oxidation reactions were studied using..."
38,N/A,"</b>
An examination of the relative resistances to aflatoxin B1 and
susceptibilities to gamma-glutamyl p-phenylene diamine mustard of
gamma-glutamyl transferase negative and positive cell lines.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,1,0,0,0,"</b> two epithelial cell lines have been derived from rat liver. one, containing only low levels of gamma-glutamyl transferase (ggt) was obtained from normal liver and the other, containing high levels of the enzyme was isolated from an aflatoxin b1-induced hepatoma. the ggt levels present in the tw..."
39,N/A,"</b>
Improved method for cholera diagnosis.</td>
</tr>

<tr>
<td>
<b>",,0,0,1,1,0,0,0,"</b> the use of the oxidase test is proposed to discover sparse colonies of cholera vibrios on a plate of pril nutrient agar seeded directly with the suspected stool sample or after enrichment. this method also enables the detection of other oxidase-positive potential pathogens, such as non-agglutin..."
40,N/A,"</b>
Protection Mechanism of Rubbers from Ozone Attack</td>
</tr>

<tr>
<td>
<b>","</b> Cataldo, F </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,</b> ozone is a pollutant at the ground level derived from the anthropogenic activities such as combustion and volatile organic compounds release in the environment. the ozone concentration at the ground level passed from &lt;10ppb in pre-industrial era to 50ppb of the present time. ozone concentrat...
41,N/A,文献 #41,,0,0,0,0,0,0,0,
42,N/A,文献 #42,,0,0,0,0,0,0,0,
43,N/A,"</b>
Associated factors with depression and sleep quality in T1DM patients: a
cross-sectional descriptive study</td>
</tr>

<tr>
<td>
<b>","</b> Cho, MK ; Kim, MY </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> background individuals with type 1 diabetes (t1dm) may experience sleep problems, usually due to low blood sugar levels during sleep or performance of blood sugar management (e.g., blood sugar monitoring). this study aimed to identify the disease-related characteristics, psychosocial aspects, a..."
44,N/A,"</b>
Photocrosslinked hybrid composites with Ag, Au or Au-Ag NPs as
visible-light triggered photocatalysts for degradation/reduction of
aromatic nitroderivatives</td>
</tr>

<tr>
<td>
<b>","</b> Melinte, V ; Stroea, L ; Buruiana, T ; Chibac, AL </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,1,0,0,0,"</b> flexible free-standing nanocomposite films embedding ag, au or au-ag nanoparticles were successfully synthesized by a simple one-pot process, namely photocrosslinking of organic matrix in tandem with photogeneration of noble metal nanoparticles, both initiated by irgacure 819 photoinitiator. th..."
45,N/A,文献 #45,,0,0,0,0,0,0,0,
46,N/A,"</b>
Influence of selenium, antioxidants and type of yeast on vitamin E
deficiency in the adult chicken.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
47,N/A,"</b>
Chemical-Specific T Cell Tests Aim to Bridge a Gap in Skin Sensitization
Evaluation</td>
</tr>

<tr>
<td>
<b>","</b> Fritsch, N ; Aparicio-Soto, M ; Curato, C ; Riedel, F ; Thierse, HJ ; Luch, A ; Siewert, K </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> t cell activation is the final key event (ke4) in the adverse outcome pathway (aop) of skin sensitization. however, validated new approach methodologies (nams) for evaluating this step are missing. accordingly, chemicals that activate an unusually high frequency of t cells, as does the most pre..."
48,N/A,"</b>
N-doped porous carbons with increased yield and hierarchical pore
structures for supercapacitors derived from an N-containing
phenyl-riched copolymer</td>
</tr>

<tr>
<td>
<b>","</b> Xue, DM ; Qi, SC ; Liu, X ; Li, YX ; Liu, XQ ; Sun, LB </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,0,0,0,0,"</b> n-doped porous carbon-based materials (npcms) with hierarchical pore structures have been considered to be a suitable alternative to meet the ever-increasing demands for supercapacitors; however, the universally low yield of the npcms has restricted their practical applications. herein, a serie..."
49,N/A,"</b>
&lt;i&gt;N&lt;/i&gt;-halamine coatings formed via the electroreduction of &lt;i&gt;in
situ&lt;/i&gt; generated diazonium cations: toward antimicrobial surfaces</td>
</tr>

<tr>
<td>
<b>","</b> Gao, S ; Cachet, H ; Debiemme-Chouvy, C </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> nowadays, antimicrobial n-halamine polymers and coatings are extensively studied thanks to their qualities such as effectiveness toward a broad spectrum of microorganisms and regenerability. an n-halamine organic polymer contains nitrogen-halogen covalent bonds. its antimicrobial properties are..."
50,N/A,"</b>
Determinant of ESIPT Mechanism by the Structure Designed for Symmetrical
and Unsymmetrical Molecules.</td>
</tr>

<tr>
<td>
<b>","</b> Dong, Hao; Zhao, Jinfeng; Yang, Huan; Zheng, Yujun</td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,1,1,0,0,0,"</b> in this work, we present that different structures lead to different excited state properties based on the investigations of the systems with symmetrical and unsymmetrical properties. our work shows that the symmetrical and unsymmetrical compounds with a modified structure play key roles in reg..."
51,N/A,"</b>
Synthesis and Properties of New Aromatic Polyamides with Redox-Active
2,4-Dimethoxytriphenylamine Moieties</td>
</tr>

<tr>
<td>
<b>","</b> Hsiao, SH ; Liou, GS ; Kung, YC ; Hsiung, TJ </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> a new triphenylamine-based diamine monomer, 4,4'-diamino-2 '',4 ''-dimethoxytriphenylamine (2), was synthesized from readily available reagents and was reacted with various aromatic dicarboxylic acids to produce a series of aromatic poly-amides (4a-h) containing the redox-active 2,4-dimethoxy-s..."
52,N/A,"</b>
REVERSIBLE INACTIVATION OF THE SUBSTANCE INDUCING TRANSFORMATION OF
PNEUMOCOCCAL TYPES.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,1,0,0,0,"</b> 1. the transforming substance of pneumococcus type iii is inactivated by treatment with ascorbic acid. this effect of ascorbic acid is catalyzed by traces of cupric ion and is prevented by the presence of sulfhydryl compounds. 2. under certain conditions, the activity of transforming substance ..."
53,N/A,"</b>
Phenylurea-based corrosion inhibitor with ultra-high protection
efficiency under acidic conditions</td>
</tr>

<tr>
<td>
<b>","</b> Xu, HD ; Ha, W ; Ma, GP ; Song, YJ ; Xu, GL ; Zhu, JH ; Cui, X ; Zhong, KP ; Miao, CC ; Huang, XX ; Wu, XF </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,0,1,0,0,0,"</b> the pickling process often poses significant environmental challenges, particularly due to the addition of surfaceactive organic compounds to acidic solutions to inhibit corrosion on stainless steel surfaces. to minimize the generation of waste solutions and prevent excessive corrosion of stain..."
54,N/A,"</b>
Synthesis and Characterization of Metal Complexes Based on Aniline
Derivative Schiff Base for Antimicrobial Applications and UV Protection
of a Modified Cotton Fabric</td>
</tr>

<tr>
<td>
<b>","</b> Saeed, SES ; Al-Harbi, TM ; Alhakimi, AN ; Abd El-Hady, MM </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> antimicrobial textiles have played an increasingly important protection role in the medical field. with this aim, schiff bases and nanometal complexes on the cotton fabric were in situ synthesized for achieving the conventional cotton fabric's highly efficient and durable uv protection and anti..."
55,N/A,"</b>
Pyrenylamine-Functionalized Aromatic Polyamides as Efficient
Blue-Emitters and Multicolored Electrochromic Materials</td>
</tr>

<tr>
<td>
<b>","</b> Kung, YC ; Hsiao, SH </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,1,0,0,0,"</b> a series of novel aromatic polyamides with pyrenylamine in the backbone were prepared from a newly synthesized dicarboxylic acid monomer, n,n-di(4-carboxyphenyl)-1-aminopyrene, and various aromatic diamines via the phosphorylation polyamidation technique. these polyamides were readily soluble i..."
56,N/A,文献 #56,,0,0,0,0,0,0,0,
57,N/A,"</b>
Cross-linking modification with diamine monomers to enhance desalination
performance of graphene oxide membranes</td>
</tr>

<tr>
<td>
<b>","</b> Qian, YL ; Zhou, C ; Huang, AS </td> </tr> <tr> <td><span class=""FR_label""><b>",1,0,1,0,0,0,0,"</b> two kinds of diamine molecules, including 1, 4-cyclohyxanediamine (cda) and p-phenylenediamine (ppda), were used as cross-linking for modification of graphene oxide (go) nanosheets to prepare three-dimensional graphene oxide framework (gof). thereafter, graphene oxide composite membranes (gocms..."
58,N/A,"</b>
Application of &lt;i&gt;in vitro&lt;/i&gt; skin penetration measurements to confirm
and refine the quantitative skin sensitization risk assessment of
methylisothiazolinone</td>
</tr>

<tr>
<td>
<b>","</b> Rothe, H ; Ryan, CA ; Page, L ; Vinall, J ; Goebel, C ; Scheffler, H ; Toner, F ; Roper, C ; Kern, PS </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> use of quantitative risk assessment (qra) for assessing the skin sensitization potential of chemicals present in consumer products requires an understanding of hazard and product exposure. in the absence of data, consumer exposure is based on relevant habits and practices and assumes 100% skin ..."
59,N/A,文献 #59,,0,0,0,0,0,0,0,
60,N/A,"</b>
Occupational dermatoses at a film laboratory.</td>
</tr>

<tr>
<td>
<b>","</b> Liden, C</td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,"</b> during the period january 1980-june 1981, an investigation was made of skin diseases among employees of a film laboratory. the investigation was carried out in 5 stages. (i) questionnaire (ii) clinical examination and interview with all employees who stated that they had had skin disease at som..."
61,N/A,"</b>
Nature of the specificity of alcohol coupling to L-alanine transport
into isolated membrane vesicles of a marine pseudomonad.</td>
</tr>

<tr>
<td>
<b>",,1,0,1,0,0,0,0,"</b> ethanol stimulated the uptake of l-alanine into isolated membrane vesicles of a marine pseudomonad at a rate and to an extent comparable with that obtained with reduced nicotinamide adenine dinucleotide (nadh) or the artificial electron donor ascorbate-n, n, n', n'-tetramethyl-p-phenylenediamin..."
62,N/A,"</b>
Atomically dispersed Fe sites on hierarchically porous carbon nanoplates
for oxygen reduction reaction</td>
</tr>

<tr>
<td>
<b>","</b> Zheng, RX ; Meng, QL ; Zhang, H ; Li, T ; Yang, D ; Zhang, L ; Jia, XL ; Liu, CP ; Zhu, JB ; Duan, XZ ; Xiao, ML ; Xing, W </td> </tr> <tr> <td><span class=""FR_label""><b>",1,1,1,1,0,0,0,"</b> developing cost-effective, robust and stable non-precious metal catalysts for oxygen reduction reaction (orr) is of paramount importance for electrochemical energy conversion devices such as fuel cells and metal-air batteries. although fe-n-c single atom catalysts (sacs) have been hailed as the..."
63,N/A,"</b>
Effects of vitamin E deficiency and non-biological antioxidant (DPPD) on
the function of the pituitary-gonadal axis of the rat.</td>
</tr>

<tr>
<td>
<b>",,1,0,0,1,0,0,0,"</b> the effects of vitamin e deficiency on pituitary-gonadal function in rats and the preventive effects of n,n'-diphenyl-p-phenylene diamine (dppd) administration were examined by measuring levels of pituitary and plasma follicle-stimulating hormone (fsh) and luteinizing hormone (lh), serum and te..."
64,N/A,"</b>
Definition of cytochrome c binding domains by chemical modification.
III. Kinetics of reaction of carboxydinitrophenyl cytochromes c with
cytochrome c oxidase.</td>
</tr>

<tr>
<td>
<b>",,0,0,0,0,0,0,0,
65,N/A,"</b>
A clinical and patch test study of adult widespread eczema</td>
</tr>

<tr>
<td>
<b>","</b> Li, LF ; Wang, J </td> </tr> <tr> <td><span class=""FR_label""><b>",0,0,0,0,0,0,0,</b> the purpose of this study was to investigate the role of contact hypersensitivity (chs) in adult widespread eczema (we) and to analyse the aetiology of we. 108 consecutive adult we patients were patch tested. 352 patients with suspected localized allergic contact dermatitis (acd) tested in the ...
